code_insee;commune;dep_code;region_nom;federation;total_f;total_h;total;F - 1 à 4 ans;F - 5 à 9 ans;F - 10 à 14 ans;F - 15 à 19 ans;F - 20 à 24 ans;F - 25 à 29 ans;F - 30 à 34 ans;F - 35 à 39 ans;F - 40 à 44 ans;F - 45 à 49 ans;F - 50 à 54 ans;F - 55 à 59 ans;F - 60 à 64 ans;F - 65 à 69 ans;F - 70 à 74 ans;F - 75 à 79 ans;F - 80 à 99 ans;F - NR;H - 1 à 4 ans;H - 5 à 9 ans;H - 10 à 14 ans;H - 15 à 19 ans;H - 20 à 24 ans;H - 25 à 29 ans;H - 30 à 34 ans;H - 35 à 39 ans;H - 40 à 44 ans;H - 45 à 49 ans;H - 50 à 54 ans;H - 55 à 59 ans;H - 60 à 64 ans;H - 65 à 69 ans;H - 70 à 74 ans;H - 75 à 79 ans;H - 80 à 99 ans;H - NR
77068;Cessoy-en-Montois;77;Île-de-France;FF de Tennis;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77068;Cessoy-en-Montois;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77069;Chailly-en-Bière;77;Île-de-France;FF de Tennis;6;16;22;0;1;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;4;4;1;1;0;0;1;1;0;1;0;1;0;0;0;0
77069;Chailly-en-Bière;77;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
77070;Chailly-en-Brie;77;Île-de-France;FF de Tennis;8;17;25;0;5;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7;4;2;0;0;1;1;0;1;1;0;0;0;0;0;0;0
77070;Chailly-en-Brie;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
77071;Chaintreaux;77;Île-de-France;FF de Tennis;3;2;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
77072;Chalautre-la-Grande;77;Île-de-France;FF de Tennis;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
77073;Chalautre-la-Petite;77;Île-de-France;FF de Tennis;1;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
77075;Chalifert;77;Île-de-France;FF de Tennis;11;22;33;1;0;1;0;1;2;0;1;0;1;2;0;0;2;0;0;0;0;1;1;4;0;1;1;0;1;3;1;2;2;1;2;1;1;0;0
77075;Chalifert;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77076;Chalmaison;77;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77077;Chambry;77;Île-de-France;FF de Tennis;2;5;7;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
77077;Chambry;77;Île-de-France;FF de Tennis de Table;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0
77078;Chamigny;77;Île-de-France;FF de Tennis;6;25;31;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;4;5;8;1;1;2;0;0;0;2;2;0;0;0;0;0;0;0
77078;Chamigny;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
77079;Champagne-sur-Seine;77;Île-de-France;FF de Tennis;43;77;120;0;6;12;5;1;0;0;1;8;2;2;4;1;0;1;0;0;0;1;12;16;4;7;6;7;2;7;4;4;4;1;0;1;0;1;0
77079;Champagne-sur-Seine;77;Île-de-France;FF de Tennis de Table;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0
77080;Champcenest;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77081;Champdeuil;77;Île-de-France;FF de Tennis;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0
77082;Champeaux;77;Île-de-France;FF de Tennis;3;8;11;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0
77082;Champeaux;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
77083;Champs-sur-Marne;77;Île-de-France;FF de Tennis;167;336;503;17;36;34;10;11;7;4;11;15;9;1;3;3;2;3;1;0;0;16;69;72;17;8;12;11;17;28;39;10;15;7;10;4;1;0;0
77083;Champs-sur-Marne;77;Île-de-France;FF de Tennis de Table;7;47;54;0;0;2;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;11;3;5;4;3;1;3;4;4;2;1;2;0;3;0;0
77083;Champs-sur-Marne;77;Île-de-France;FF de Tennis;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77084;Changis-sur-Marne;77;Île-de-France;FF de Tennis;23;54;77;0;5;4;4;2;0;0;4;1;1;2;0;0;0;0;0;0;0;0;11;10;3;1;2;3;2;5;6;4;1;3;1;0;2;0;0
77084;Changis-sur-Marne;77;Île-de-France;FF de Tennis de Table;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0
77085;Chanteloup-en-Brie;77;Île-de-France;FF de Tennis;19;44;63;0;5;7;0;0;1;1;3;1;1;0;0;0;0;0;0;0;0;0;11;6;4;3;0;1;3;5;2;4;2;2;0;0;0;1;0
77085;Chanteloup-en-Brie;77;Île-de-France;FF de Tennis de Table;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
77086;La Chapelle-Gauthier;77;Île-de-France;FF de Tennis;1;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;1;0;0;0;0
77086;La Chapelle-Gauthier;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
77087;La Chapelle-Iger;77;Île-de-France;FF de Tennis;1;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77088;La Chapelle-la-Reine;77;Île-de-France;FF de Tennis;4;18;22;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;7;0;0;0;1;1;1;0;3;1;0;0;0;0;0;0
77088;La Chapelle-la-Reine;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
77089;La Chapelle-Rablais;77;Île-de-France;FF de Tennis;2;6;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
77089;La Chapelle-Rablais;77;Île-de-France;FF de Tennis de Table;1;6;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
77090;La Chapelle-Saint-Sulpice;77;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
77091;Les Chapelles-Bourbon;77;Île-de-France;FF de Tennis;7;7;14;0;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
77091;Les Chapelles-Bourbon;77;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77093;La Chapelle-Moutils;77;Île-de-France;FF de Tennis;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
77093;La Chapelle-Moutils;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
77094;Charmentray;77;Île-de-France;FF de Tennis;2;5;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
77095;Charny;77;Île-de-France;FF de Tennis;13;38;51;0;4;5;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;7;11;5;1;2;0;0;1;5;2;2;0;2;0;0;0;0
77095;Charny;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
77096;Chartrettes;77;Île-de-France;FF de Tennis;28;57;85;1;10;5;0;0;1;1;2;1;3;2;1;0;1;0;0;0;0;0;19;8;2;1;4;3;2;4;4;2;4;1;1;1;1;0;0
77096;Chartrettes;77;Île-de-France;FF de Tennis de Table;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
77097;Chartronges;77;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77099;Château-Landon;77;Île-de-France;FF de Tennis;14;18;32;0;3;1;1;1;0;0;3;0;1;3;0;0;0;0;1;0;0;0;4;0;1;0;0;1;1;0;2;4;2;1;1;1;0;0;0
77099;Château-Landon;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
77100;Le Châtelet-en-Brie;77;Île-de-France;FF de Tennis;47;82;129;1;8;9;3;4;1;0;5;4;0;6;2;2;0;2;0;0;0;1;23;17;4;2;0;1;3;6;8;6;5;2;2;0;2;0;0
77100;Le Châtelet-en-Brie;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77101;Châtenay-sur-Seine;77;Île-de-France;FF de Tennis;1;5;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
77103;Châtillon-la-Borde;77;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
77104;Châtres;77;Île-de-France;FF de Tennis;2;7;9;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
77104;Châtres;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77106;Chauffry;77;Île-de-France;FF de Tennis;1;9;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0
77106;Chauffry;77;Île-de-France;FF de Tennis de Table;1;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
77107;Chaumes-en-Brie;77;Île-de-France;FF de Tennis;6;17;23;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;1;0;3;0;0;0;2;0;2;3;3;0;2;1;0;0;0;0
77107;Chaumes-en-Brie;77;Île-de-France;FF de Tennis de Table;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;1;0;0;0;1;0;0;0;0;0
77108;Chelles;77;Île-de-France;FF de Tennis;167;443;610;7;31;35;16;9;10;7;12;13;8;7;5;4;0;3;0;0;0;20;81;101;32;16;24;18;18;31;28;18;17;17;9;5;3;5;0
77108;Chelles;77;Île-de-France;FF de Tennis de Table;22;133;155;0;1;6;0;1;2;1;3;2;1;2;0;0;2;0;0;1;0;1;18;34;9;2;1;9;8;12;9;8;13;3;3;2;0;1;0
77108;Chelles;77;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77108;Chelles;77;Île-de-France;FF de Tennis;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77109;Chenoise-Cucharmoy;77;Île-de-France;FF de Tennis;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0
77110;Chenou;77;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77111;Chessy;77;Île-de-France;FF de Tennis;42;125;167;2;11;11;3;1;2;6;1;3;1;1;0;0;0;0;0;0;0;5;37;30;7;2;6;9;9;4;9;3;1;2;1;0;0;0;0
77111;Chessy;77;Île-de-France;FF de Tennis de Table;1;10;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;1;0;2;0;0;1;0;0;0;0;0
77113;Chevru;77;Île-de-France;FF de Tennis;8;6;14;0;1;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
77114;Chevry-Cossigny;77;Île-de-France;FF de Tennis;21;66;87;0;2;2;2;2;0;1;4;3;2;0;1;1;1;0;0;0;0;0;8;13;8;1;1;2;2;10;3;7;3;3;3;1;1;0;0
77114;Chevry-Cossigny;77;Île-de-France;FF de Tennis de Table;4;17;21;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;4;4;0;0;0;0;1;0;3;0;1;1;2;1;0;0;0
77115;Chevry-en-Sereine;77;Île-de-France;FF de Tennis;2;4;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
77116;Choisy-en-Brie;77;Île-de-France;FF de Tennis;15;27;42;2;2;0;1;1;0;1;1;1;4;0;1;0;1;0;0;0;0;0;3;5;5;1;0;2;1;2;3;3;0;0;1;1;0;0;0
77117;Citry;77;Île-de-France;FF de Tennis;3;1;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77117;Citry;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77118;Claye-Souilly;77;Île-de-France;FF de Tennis;70;220;290;0;17;17;5;3;1;4;3;6;4;2;4;1;2;1;0;0;0;3;27;44;17;15;8;8;8;22;15;19;12;3;5;9;5;0;0
77118;Claye-Souilly;77;Île-de-France;FF de Tennis de Table;2;12;14;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;0;1;1;1;2;0;0;1;2;0;0;0
77120;Cocherel;77;Île-de-France;FF de Tennis;2;4;6;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0
77121;Collégien;77;Île-de-France;FF de Tennis;7;36;43;1;0;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;9;2;3;1;0;1;2;3;4;4;2;0;1;0;1;0;0
77121;Collégien;77;Île-de-France;FF de Tennis de Table;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0
77122;Combs-la-Ville;77;Île-de-France;FF de Tennis;57;185;242;0;10;25;2;3;1;0;3;2;8;2;0;1;0;0;0;0;0;2;16;45;20;7;10;7;11;11;18;7;10;10;4;4;2;1;0
77122;Combs-la-Ville;77;Île-de-France;FF de Tennis de Table;11;90;101;0;0;3;1;2;1;0;1;1;0;0;0;0;0;2;0;0;0;0;3;28;14;1;1;2;9;4;5;5;9;5;1;2;1;0;0
77123;Compans;77;Île-de-France;FF de Tennis;1;13;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;0;1;1;3;0;0;0;0;0
77123;Compans;77;Île-de-France;FF de Tennis de Table;2;6;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
77124;Conches-sur-Gondoire;77;Île-de-France;FF de Tennis;23;40;63;0;4;5;5;0;1;0;0;6;0;0;1;1;0;0;0;0;0;1;9;7;6;1;0;0;1;5;4;3;2;0;1;0;0;0;0
77124;Conches-sur-Gondoire;77;Île-de-France;FF de Tennis de Table;1;5;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0
77125;Condé-Sainte-Libiaire;77;Île-de-France;FF de Tennis;16;36;52;0;7;3;1;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;8;7;2;2;0;1;3;2;2;2;1;2;2;1;1;0;0
77125;Condé-Sainte-Libiaire;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
77126;Congis-sur-Thérouanne;77;Île-de-France;FF de Tennis;3;16;19;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;3;0;0;0;0;3;0;0;0;2;0;0;0;0;0
77126;Congis-sur-Thérouanne;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77127;Coubert;77;Île-de-France;FF de Tennis;4;10;14;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;1;2;0;0;0;0;1;0;0;1;0;0;0;0;0
77127;Coubert;77;Île-de-France;FF de Tennis de Table;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
77128;Couilly-Pont-aux-Dames;77;Île-de-France;FF de Tennis;8;11;19;0;1;2;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;1;2;1;1;1;0;0;0;0;0;0
77128;Couilly-Pont-aux-Dames;77;Île-de-France;FF de Tennis de Table;1;7;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
77129;Coulombs-en-Valois;77;Île-de-France;FF de Tennis;9;7;16;0;0;2;3;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0
77130;Coulommes;77;Île-de-France;FF de Tennis;2;4;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
77131;Coulommiers;77;Île-de-France;FF de Tennis;39;101;140;2;7;4;2;2;1;3;10;5;1;0;1;0;0;1;0;0;0;7;15;14;7;5;6;9;5;13;5;5;2;4;0;2;1;1;0
77131;Coulommiers;77;Île-de-France;FF de Tennis de Table;8;29;37;0;1;2;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;3;10;1;1;1;1;2;1;1;5;1;1;1;0;0;0;0
77131;Coulommiers;77;Île-de-France;FF de Tennis;5;11;16;0;0;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;3;1;0;0;0;1;0;1;1;2;0;0;0;0;1;0;0
77131;Coulommiers;77;Île-de-France;FF de Tennis de Table;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77132;Coupvray;77;Île-de-France;FF de Tennis;18;68;86;1;4;3;1;2;0;2;1;0;0;3;0;0;0;1;0;0;0;2;10;14;10;5;0;2;2;1;7;6;4;1;2;1;1;0;0
77132;Coupvray;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
77133;Courcelles-en-Bassée;77;Île-de-France;FF de Tennis;2;5;7;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0
77134;Courchamp;77;Île-de-France;FF de Tennis;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77135;Courpalay;77;Île-de-France;FF de Tennis;6;17;23;1;1;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;2;1;2;2;0;0;2;0;1;1;2;2;0;0;2;0;0;0
77135;Courpalay;77;Île-de-France;FF de Tennis de Table;1;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
77136;Courquetaine;77;Île-de-France;FF de Tennis;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
77137;Courtacon;77;Île-de-France;FF de Tennis;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
77138;Courtomer;77;Île-de-France;FF de Tennis;3;8;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;3;1;0;0;0;0;0
77138;Courtomer;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77139;Courtry;77;Île-de-France;FF de Tennis;19;81;100;1;1;1;0;3;1;1;0;2;4;2;2;1;0;0;0;0;0;2;7;9;8;3;4;1;10;7;10;6;6;2;3;1;2;0;0
77139;Courtry;77;Île-de-France;FF de Tennis de Table;2;30;32;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;9;0;1;1;0;4;2;1;0;3;1;2;3;0;0;0
77140;Coutençon;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77141;Coutevroult;77;Île-de-France;FF de Tennis;9;18;27;0;1;3;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;4;4;2;0;2;1;0;2;1;1;1;0;0;0;0;0;0
77141;Coutevroult;77;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77142;Crécy-la-Chapelle;77;Île-de-France;FF de Tennis;25;51;76;0;3;4;5;3;0;0;0;4;4;1;0;1;0;0;0;0;0;2;12;6;5;2;1;0;1;2;8;4;3;0;2;3;0;0;0
77142;Crécy-la-Chapelle;77;Île-de-France;FF de Tennis de Table;4;16;20;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;6;3;0;1;1;1;2;1;0;0;0;0;0;0;0;0
77143;Crégy-lès-Meaux;77;Île-de-France;FF de Tennis;9;30;39;0;4;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;9;5;1;3;1;3;0;3;2;1;1;0;1;0;0;0;0
77143;Crégy-lès-Meaux;77;Île-de-France;FF de Tennis de Table;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
77144;Crèvecœur-en-Brie;77;Île-de-France;FF de Tennis;1;7;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
77145;Crisenoy;77;Île-de-France;FF de Tennis;1;3;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
77145;Crisenoy;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
77146;Croissy-Beaubourg;77;Île-de-France;FF de Tennis;18;68;86;0;3;6;2;0;0;1;1;2;0;2;0;0;0;1;0;0;0;2;16;12;5;0;1;1;2;4;3;8;1;1;4;5;2;1;0
77146;Croissy-Beaubourg;77;Île-de-France;FF de Tennis de Table;5;27;32;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;4;8;1;0;0;0;1;3;3;3;0;1;2;1;0;0;0
77147;La Croix-en-Brie;77;Île-de-France;FF de Tennis;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
77147;La Croix-en-Brie;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
